NUID,CipheredProtectingKeyL2,CipheredProtectingKeyL1,CipheredContentKey,HostKey,IVCbc,IVCtr,IVCIPlus,DataIn,ClearTextFlashProtectionKey
0x000000000000000a,0xA9323031314E61677261766973696F6E,0x2e4214653ad048e10cf7f0c148081e88,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000000b,0xA9323031314E61677261766973696F6E,0x3c0aa732f521e9bf3a4b8c282e7cfabd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000000c,0xA9323031314E61677261766973696F6E,0x0f07de0bcec5b7afe93dec2988d59fd6,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000000d,0xA9323031314E61677261766973696F6E,0x8847a9aaf03f0f73c65aab06432d96e7,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000000e,0xA9323031314E61677261766973696F6E,0xd27ec90865b94364a811b64a217dadeb,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000000f,0xA9323031314E61677261766973696F6E,0x50fd454c23f999a42710855115bbd3bf,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000010,0xA9323031314E61677261766973696F6E,0x96a01038188500b3fa1ca8af55777f08,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000011,0xA9323031314E61677261766973696F6E,0x4dd2ce7fb1793d505ea19e4ec9f4f3b0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000012,0xA9323031314E61677261766973696F6E,0x6df89ead74597f37d524fa4929b1e249,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000013,0xA9323031314E61677261766973696F6E,0x28bf4ac1e68f0bd5d3c34ef2459562e0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000014,0xA9323031314E61677261766973696F6E,0xe1bd030913182f9cd1bd87a64b9295fe,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000015,0xA9323031314E61677261766973696F6E,0x7eebc6cdb42965fd23a8a8d7d04f1428,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000016,0xA9323031314E61677261766973696F6E,0xb89844bf731bfa76fd9972c035fa8e6f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000017,0xA9323031314E61677261766973696F6E,0x9f48b904902511648850b14c0ad37b96,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000018,0xA9323031314E61677261766973696F6E,0xb5ba9cf0bf670ee6c7b5cecd90b1fe4f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000019,0xA9323031314E61677261766973696F6E,0x5c7641b512b1442f893c4a76a578bb81,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000001a,0xA9323031314E61677261766973696F6E,0x353ed667dbac6213a42ee013e5906c77,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000001b,0xA9323031314E61677261766973696F6E,0x7344a97252ed2f9deb2800f23b2264eb,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000001c,0xA9323031314E61677261766973696F6E,0x73650b3d27bfb385e7f5fc13f2d8aca7,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000001d,0xA9323031314E61677261766973696F6E,0xfd7b009cffee806c191cbc5032c191ed,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000001e,0xA9323031314E61677261766973696F6E,0x5ca12f2541ff3a09695ea2aafc896914,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000001f,0xA9323031314E61677261766973696F6E,0x165a0e5b401694daca532d1c83034201,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000020,0xA9323031314E61677261766973696F6E,0xee750ccc867abce55f3c7406f84bbd71,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000021,0xA9323031314E61677261766973696F6E,0xd793762b12c74b1039c5a433b288b1a1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000022,0xA9323031314E61677261766973696F6E,0xece025b24be554962afaff8b306e8356,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000023,0xA9323031314E61677261766973696F6E,0x123e344dcec5ecb8b615f8c94309024b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000024,0xA9323031314E61677261766973696F6E,0xdf3281ff686a103f8ceeeb225dc8dd8f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000025,0xA9323031314E61677261766973696F6E,0x340c65b033812b6a615ee496216a6779,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000026,0xA9323031314E61677261766973696F6E,0xe2e8a9bfc0ee8ba4859e2b4644ac9463,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000027,0xA9323031314E61677261766973696F6E,0x66c713e57c7b3452b90398f8ff70c9cf,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000028,0xA9323031314E61677261766973696F6E,0xcccb6e34e869e5dc8ac6ea7231899ea0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000029,0xA9323031314E61677261766973696F6E,0x6e87bab246fcdb0dd5fd52f479a70fff,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000002a,0xA9323031314E61677261766973696F6E,0x832161ec682c033f9cdb7451beefb5ed,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000002b,0xA9323031314E61677261766973696F6E,0x7514d13ca0d64a0bdc1eb1522f4fead8,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000002c,0xA9323031314E61677261766973696F6E,0x8acd1d4ccb6ef45fe15014d959cb128d,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000002d,0xA9323031314E61677261766973696F6E,0xf62e71347e6ec146d64838a651ddf507,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000002e,0xA9323031314E61677261766973696F6E,0x5c78f4a4c5b8fc5c08cf658140f6fcc5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000002f,0xA9323031314E61677261766973696F6E,0x42eed3a64787f3558721f08673579bae,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000030,0xA9323031314E61677261766973696F6E,0x54dec1de79f606a7cb334426f7cc999b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000031,0xA9323031314E61677261766973696F6E,0x75a94cd57471e4a19d08f43aa0e3481d,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000032,0xA9323031314E61677261766973696F6E,0x1cced86509eff06fbb278f2a2abaf13d,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000033,0xA9323031314E61677261766973696F6E,0x4113863b955069a72434f5fdd7c94db0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000034,0xA9323031314E61677261766973696F6E,0xfde04631eeb9fa4c7568806a137a4cfc,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000035,0xA9323031314E61677261766973696F6E,0xaea233f4033e83759c3107c5f4a5f429,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000036,0xA9323031314E61677261766973696F6E,0xfad0c9085efbbcfede37b706c89b6a5a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000037,0xA9323031314E61677261766973696F6E,0xb0de17437a0be643524a24de0b14a58c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000038,0xA9323031314E61677261766973696F6E,0x4315f636048d14a4467991cb9294de28,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000039,0xA9323031314E61677261766973696F6E,0x7815b1ff8d7335aa841e59845c8dce67,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000003a,0xA9323031314E61677261766973696F6E,0xa4c848744be529054ed987c93b44d431,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000003b,0xA9323031314E61677261766973696F6E,0xe841dd09dd13fe559453aad7763bb4c5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000003c,0xA9323031314E61677261766973696F6E,0x41a52df5539caeb5283a2681a2a3f90c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000003d,0xA9323031314E61677261766973696F6E,0x5b5be8673b04ba8c6edd6f8a945155dd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000003e,0xA9323031314E61677261766973696F6E,0x7903f1a493d879f17eed4f9024c36a0e,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000003f,0xA9323031314E61677261766973696F6E,0xc15a4088d24fa33d7688b373a6339278,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000040,0xA9323031314E61677261766973696F6E,0x025ebeff433b3453aa2e76be4ffbb8db,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000041,0xA9323031314E61677261766973696F6E,0x53b3e5ad8cb53918e781a6e72445b3bf,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000042,0xA9323031314E61677261766973696F6E,0x128dc26839e49687036270a17b0d302b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000043,0xA9323031314E61677261766973696F6E,0x6e5c7d5703ec1661de6fa49b06fbaaa9,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000044,0xA9323031314E61677261766973696F6E,0x97a598c000186a94b1c884937732c647,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000045,0xA9323031314E61677261766973696F6E,0x846530d309ff989b0b72d70c41953fdf,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000046,0xA9323031314E61677261766973696F6E,0x4c5541e0c9684c7211b3f3ea3f7c4ff1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000047,0xA9323031314E61677261766973696F6E,0xb2a04bc1307d8a7a0f090ed5b32ceedf,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000048,0xA9323031314E61677261766973696F6E,0xda2416d6331dba80d62b32a97630b753,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000049,0xA9323031314E61677261766973696F6E,0x04f32536df1b7bb668e28240ce40ea80,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000004a,0xA9323031314E61677261766973696F6E,0x9125a45c47cb7b3937518ff965154f82,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000004b,0xA9323031314E61677261766973696F6E,0x0c8c291f7ab6733f2f8a9e5cd68bd0f1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000004c,0xA9323031314E61677261766973696F6E,0xfdba2cce5e3276a97b8a493fc0f3c018,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000004d,0xA9323031314E61677261766973696F6E,0xef5ed87f76eb658f47445cf3148e9c0f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000004e,0xA9323031314E61677261766973696F6E,0x79cf8f5b4b40bd585ea3fa1b190d7189,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000004f,0xA9323031314E61677261766973696F6E,0x1fe5729aa057e895659d5f289b8ff39c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000050,0xA9323031314E61677261766973696F6E,0x493a6fa4b4b4247331ace422fcbaa0d8,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000051,0xA9323031314E61677261766973696F6E,0x3e68c92e92e2da0f443712cdd7b05891,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000052,0xA9323031314E61677261766973696F6E,0x88c8e3505d1c6380837192b32c16449c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000053,0xA9323031314E61677261766973696F6E,0x866afbd532e523d4071d4745c820f6e8,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000054,0xA9323031314E61677261766973696F6E,0xe9db974f60ed2941642de8068d27c8d9,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000055,0xA9323031314E61677261766973696F6E,0x22f4f2e3357a1c2916b2bc6eb63e49f9,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000056,0xA9323031314E61677261766973696F6E,0xde15337b8d71c3086db83d7557d497ff,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000057,0xA9323031314E61677261766973696F6E,0xb0ab5eaebb3d961a67731c97d59bd059,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000058,0xA9323031314E61677261766973696F6E,0xb6d0901fb695fd1f1f3751a484234b69,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000059,0xA9323031314E61677261766973696F6E,0x73fd1e9921c5b85d77601beee4cdcea5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000005a,0xA9323031314E61677261766973696F6E,0xb5519136a584e4c68d2c3efc04f057f4,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000005b,0xA9323031314E61677261766973696F6E,0x6292648a2088b6b0a6163c0b30c589b5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000005c,0xA9323031314E61677261766973696F6E,0xa6e07efbe6c2daf0d078e58ee38022d3,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000005d,0xA9323031314E61677261766973696F6E,0xc595a4012f97a4269c9ab39ea4eb1d00,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000005e,0xA9323031314E61677261766973696F6E,0xa1c01aaa3936740633aa9d689e81b541,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000005f,0xA9323031314E61677261766973696F6E,0x57407518051ff8d8d34f44d5fce20551,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000060,0xA9323031314E61677261766973696F6E,0x8c43b2a3427ef55d635bcb91f9187f15,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000061,0xA9323031314E61677261766973696F6E,0x3f47aec4cb526aaf3645d3b963cc71eb,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000062,0xA9323031314E61677261766973696F6E,0xdf6c917cc00225da2b75d0656cba1c53,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000063,0xA9323031314E61677261766973696F6E,0xb9e3015521071e6e7d407ed87fbf12a8,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000064,0xA9323031314E61677261766973696F6E,0xb2f17641c8be806f1261cbbb4c1ea9f6,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000065,0xA9323031314E61677261766973696F6E,0xed0bbbc12519ad52cc6eea5ff68a6fc7,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000066,0xA9323031314E61677261766973696F6E,0x415ceff4f2dd078912b39f51ceae6fcb,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000067,0xA9323031314E61677261766973696F6E,0x53a902b3886255ecd1992f2f78ee9251,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000068,0xA9323031314E61677261766973696F6E,0x8485f4cd674e2d1fe9282fb5812d2dae,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x0000000000000069,0xA9323031314E61677261766973696F6E,0x38e5c4fdb7507b416526c3f8174e5dd9,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000006a,0xA9323031314E61677261766973696F6E,0xcf31df08c9edcf12daf7bc2e5aee4700,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000006b,0xA9323031314E61677261766973696F6E,0x588eb1c74ddb120d0e76fc4f66aaf4bd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000006c,0xA9323031314E61677261766973696F6E,0x1e6016d2c0711edeb1f9a25e4536e29d,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
0x000000000000006d,0xA9323031314E61677261766973696F6E,0x9387be26b7dd33d5c81d48a16843c5c4,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0xB86136B7E440B04394738D9047D154D6,,,,,
