NUID,CipheredProtectingKeyL2,CipheredProtectingKeyL1,CipheredContentKey,HostKey,IVCbc,IVCtr,IVCIPlus,DataIn,ClearTextFlashProtectionKey
0x000000000000001b,0xA9323031314E61677261766973696F6E,0x69266e703e9d0d2ff9706d05971d1ebb,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001c,0xA9323031314E61677261766973696F6E,0xce340d57cc61eee4792555457c66c2d2,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001d,0xA9323031314E61677261766973696F6E,0xb19131c9e1a5b9f5e0a1bf4d0dcb9ad1,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001e,0xA9323031314E61677261766973696F6E,0x60adb702fac5566d5de5788d98d1b945,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001f,0xA9323031314E61677261766973696F6E,0x7759c7eeea19f648614abd506d77a9f7,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000020,0xA9323031314E61677261766973696F6E,0xa60fad0be422ca020405baefd561c368,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000021,0xA9323031314E61677261766973696F6E,0x051c6b93175367eceadcd207c11670e0,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000022,0xA9323031314E61677261766973696F6E,0x895ead5a8e342130c32058afeef2cb51,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000023,0xA9323031314E61677261766973696F6E,0xa1625a11b59f6bec29dc1da2bccdc5f7,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000024,0xA9323031314E61677261766973696F6E,0x8afa117eea4d9bb1397100a0106797cf,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000025,0xA9323031314E61677261766973696F6E,0xe90ba03d8a5f5be47f37c849caafe90b,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000026,0xA9323031314E61677261766973696F6E,0xc0bc95c9147de3012652f84c836a92ed,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000027,0xA9323031314E61677261766973696F6E,0xbaa584a7463be67af8b8c7ba637b9461,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000028,0xA9323031314E61677261766973696F6E,0x8062605022077dd85105e484a717a31c,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000029,0xA9323031314E61677261766973696F6E,0x6a7777bf494cb01468f653d6d6861b41,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002a,0xA9323031314E61677261766973696F6E,0xa79687000f92e487e4c4fd9992cb9d74,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002b,0xA9323031314E61677261766973696F6E,0xd958b5a0f761da9689e26e7265bef720,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002c,0xA9323031314E61677261766973696F6E,0x41408c77c0f0bcb99640af5c1e5c6e11,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002d,0xA9323031314E61677261766973696F6E,0x6e71dbd32d32360b2805d4dce8a07598,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002e,0xA9323031314E61677261766973696F6E,0x0126ae5ee319f74baf08fd2aad3c6f5a,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002f,0xA9323031314E61677261766973696F6E,0x02a700fb85034c9819457ca2da2dfc32,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000030,0xA9323031314E61677261766973696F6E,0xd33342c6cfa6697015b0d970fcb16b62,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000031,0xA9323031314E61677261766973696F6E,0x332e03c4b10a05447afdb7508f14c69c,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000032,0xA9323031314E61677261766973696F6E,0xcfc30a6d1a46d6cf752020a9692c2f70,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000033,0xA9323031314E61677261766973696F6E,0x2be69bae4f355e6029a3bababb925f71,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000034,0xA9323031314E61677261766973696F6E,0xaba1c25341d1de8d3beec4f71111e627,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000035,0xA9323031314E61677261766973696F6E,0xfb9ad5c691660a58d5d1486b337043bb,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000036,0xA9323031314E61677261766973696F6E,0xa06f49dfda79091f3cf3fd40939bfad3,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000037,0xA9323031314E61677261766973696F6E,0x4e218c330dfb08e1f0146df40ce0b79e,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000038,0xA9323031314E61677261766973696F6E,0x436795e7dbe46fa9f391700a17ef2a88,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000039,0xA9323031314E61677261766973696F6E,0x0f9ed6801354e5b3ce6c59661f5042ec,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003a,0xA9323031314E61677261766973696F6E,0x9c6c6fe7c6a4c32962e9814844626569,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003b,0xA9323031314E61677261766973696F6E,0x474309fb9eef80dcef78b7b9ed4a6de8,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003c,0xA9323031314E61677261766973696F6E,0x75d3af0838ae2775999acda2df98f0ef,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003d,0xA9323031314E61677261766973696F6E,0x0b036db7c7bf4331d99e569a25f174c5,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003e,0xA9323031314E61677261766973696F6E,0xaf50c6e0eb1fb5720361baca9f769afa,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003f,0xA9323031314E61677261766973696F6E,0xab505dfe58e8d54fc27b6ec85f623cdf,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000040,0xA9323031314E61677261766973696F6E,0xefd1defbc740eef1e41e64963576f3e5,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000041,0xA9323031314E61677261766973696F6E,0x3337a36c54045977070d2d1393ed1680,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000042,0xA9323031314E61677261766973696F6E,0xbf484f77fe0ce5e69c7652a2813cbee8,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000043,0xA9323031314E61677261766973696F6E,0x9631a32c055334981dd3a1ec8f6a9d94,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000044,0xA9323031314E61677261766973696F6E,0xf0f3fabadb3654c391337d63566089ac,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000045,0xA9323031314E61677261766973696F6E,0xbb9c55611b4b3d99ee1dbb688010d1a3,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000046,0xA9323031314E61677261766973696F6E,0xdcf6ed0147bdaf06af5bb2b3160c324e,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000047,0xA9323031314E61677261766973696F6E,0xe1664f1688145c7102e07da924bf2d70,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000048,0xA9323031314E61677261766973696F6E,0x37d064f46b3e7d9698a061970cc77adf,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000049,0xA9323031314E61677261766973696F6E,0xecd509948251a54e618322258b320d23,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004a,0xA9323031314E61677261766973696F6E,0xbbf0734bf71ea2729ea27ae0561169bb,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004b,0xA9323031314E61677261766973696F6E,0xa2322842f2c7642575d0d9dd7edebaff,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004c,0xA9323031314E61677261766973696F6E,0xf74698db0701b7d3119afe71a6e5453e,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004d,0xA9323031314E61677261766973696F6E,0x36cca672300720630b33fe293e91b122,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004e,0xA9323031314E61677261766973696F6E,0x27fec28bee1c0306ad53a56ef9707344,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004f,0xA9323031314E61677261766973696F6E,0x6d8bc3ff7fb59616dc8cc69e08d76e06,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000050,0xA9323031314E61677261766973696F6E,0x963ee010eea24955ffdca2664fa32fb0,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000051,0xA9323031314E61677261766973696F6E,0xf3f973542ef2b33987994d298ccf3ea3,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000052,0xA9323031314E61677261766973696F6E,0xd2d07d757a912e2300510a8b9e1f878d,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000053,0xA9323031314E61677261766973696F6E,0x27374ef5d25ac769c3006a9b9af31af1,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000054,0xA9323031314E61677261766973696F6E,0xd82848cb8c96d562737fc3aac9037d5b,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000055,0xA9323031314E61677261766973696F6E,0x31b1e8748577d20c4f69d8e3d58458b3,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000056,0xA9323031314E61677261766973696F6E,0xa91a176e4ba9a38724e458992979c750,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000057,0xA9323031314E61677261766973696F6E,0x52727a15d398b1e1a71154027ca9891f,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000058,0xA9323031314E61677261766973696F6E,0x17f6b0b4ebe52cc30b4a64702febb0d1,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000059,0xA9323031314E61677261766973696F6E,0xe310985f616575f5d25de3906d631c34,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000005a,0xA9323031314E61677261766973696F6E,0x86410d61eaa22f556447f00c78710c83,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000005b,0xA9323031314E61677261766973696F6E,0xc60913374ab9c805bdadc9da6d63b8e8,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000005c,0xA9323031314E61677261766973696F6E,0x9a60a2dccde9f80442b65d2beb58aba6,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000005d,0xA9323031314E61677261766973696F6E,0x88eee4df868da4762b7128e4bb177f10,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000005e,0xA9323031314E61677261766973696F6E,0x99d67f0dba5d8065d38107bb6fca5b51,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000005f,0xA9323031314E61677261766973696F6E,0x9ef4adc919b216834c2a6606179cf343,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000060,0xA9323031314E61677261766973696F6E,0xdaaabca82b0cb97c446bbcc567531403,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000061,0xA9323031314E61677261766973696F6E,0x0a8b3bd3d7c383648f6f5794c094debf,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000062,0xA9323031314E61677261766973696F6E,0x172a1199efe10e7a62e31ed6e9919ea9,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000063,0xA9323031314E61677261766973696F6E,0x20235f5b5f88ec165fca8bfb228725f7,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000064,0xA9323031314E61677261766973696F6E,0xd77ad3a957ce6bc90bf89175593d0128,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000065,0xA9323031314E61677261766973696F6E,0xdda0d4f921c55c90259a6bf3892acc68,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000066,0xA9323031314E61677261766973696F6E,0xda60db7b2a73205b218683e59b0c1788,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000067,0xA9323031314E61677261766973696F6E,0x809204b5b66313ddacc999f406647a2f,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000068,0xA9323031314E61677261766973696F6E,0x3583517efc3f64425c9d28e9e0008f3b,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000069,0xA9323031314E61677261766973696F6E,0x282d109929c3dd33094b0ddd98cf34e8,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000006a,0xA9323031314E61677261766973696F6E,0x18660de13026f58717a2cc52756b871c,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000006b,0xA9323031314E61677261766973696F6E,0x7555903f0687e08b32a85c4c3b2b3e77,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000006c,0xA9323031314E61677261766973696F6E,0xf30199d4d06f375eb05f8872f8c5f34e,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000006d,0xA9323031314E61677261766973696F6E,0x80f93bfe2695ce5ea1179e64e0cee873,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000006e,0xA9323031314E61677261766973696F6E,0x4800b166c08e0465b80221026c1e83a2,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000006f,0xA9323031314E61677261766973696F6E,0x6cb03854db61ae7125b9db847a3b8985,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000070,0xA9323031314E61677261766973696F6E,0x26438f9ddd29e2df54e2389f9f326426,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000071,0xA9323031314E61677261766973696F6E,0xe195a59055a90d920802f5e31ede5915,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000072,0xA9323031314E61677261766973696F6E,0x96ce4a763220d0b42d8ce6ca7842a75f,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000073,0xA9323031314E61677261766973696F6E,0x532fd12a1e830d9ba227f3a0caf917bc,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000074,0xA9323031314E61677261766973696F6E,0x2b69605bf10091a5b97ef6c067a93228,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000075,0xA9323031314E61677261766973696F6E,0x62679189a5afa94d60ab8ab26e2e5308,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000076,0xA9323031314E61677261766973696F6E,0xfc87b49fff8c5e175720502f87584067,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000077,0xA9323031314E61677261766973696F6E,0xa3c0afc83bc5f85d58d2c9a72d601878,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000078,0xA9323031314E61677261766973696F6E,0x4cfac40129b64d1c6d02e453f2271c11,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000079,0xA9323031314E61677261766973696F6E,0x327daab735fecec2450955ce519c1bc1,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000007a,0xA9323031314E61677261766973696F6E,0x445efc4946f42f259c8980eed3f698e3,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000007b,0xA9323031314E61677261766973696F6E,0x19c254d84cdd6ffa66f558c984ed8a7d,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000007c,0xA9323031314E61677261766973696F6E,0xdc711b90b57802bd352e77aa193ac02b,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000007d,0xA9323031314E61677261766973696F6E,0xc575f7384e3920cb621e4c8b9c40bea2,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000007e,0xA9323031314E61677261766973696F6E,0x65da43bf5d23011e4a9f5aea282ed54e,,,,,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000007f,0xA9323031314E61677261766973696F6E,0xe1b42b724291b743a305c9b8bdc457be,,,,,0xB86136B7E440B04394738D9047D154D6,,
