NUID,IVCbc,IVCtr,IVCIPlus,DataIn,CERT_activate,CERT_generateKey
0x000000000000000a,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000A0000000A0000000A0000000A00000000000000000000000000000000;0x0F022001}{0xA94A10D09F94720B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000A63BDC0CA2C89F63915637D49D22A1D4D14B2AAA0D290F68;0x0E020001}{0x00000000000000000000000000000000E5C41F5A105F998724B0C12F56EF4777;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000000b,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000B0000000B0000000B0000000B00000000000000000000000000000000;0x0F022001}{0x56D637C4AF50D9CB000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000C7DEAE56483BB57271B66C4B0D8C9BA1778BBE949130362A;0x0E020001}{0x000000000000000000000000000000009BE139D257F1625BBC69DC3B3C3CDB9C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000000c,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000C0000000C0000000C0000000C00000000000000000000000000000000;0x0F022001}{0x4B79529B656C45E9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000069E910E80B1318C25BE551F3BEAB81C40A16593BBDB0F255;0x0E020001}{0x00000000000000000000000000000000E6074E89878859E8EC0586BAE4B515B5;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000000d,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000D0000000D0000000D0000000D00000000000000000000000000000000;0x0F022001}{0xDCB39A7BAF40837B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000F7666E48FC55FEC768066B10EBB47B5B9D5A29509DF57314;0x0E020001}{0x0000000000000000000000000000000002E4ADAD87CD5C98477B74A7B246B3F0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000000e,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000E0000000E0000000E0000000E00000000000000000000000000000000;0x0F022001}{0xAA6372F12664DF88000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000042E7915CEC3A5F93E1B0D2CEFA34ABD55D832A5FE5BBBABE;0x0E020001}{0x000000000000000000000000000000000C1182EB887C355087504C4927AC53D5;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000000f,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000F0000000F0000000F0000000F00000000000000000000000000000000;0x0F022001}{0xC43073BADCC61467000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000098037544B0AC718DF2B4BE22F2C97986DD3BF5EF139D24C2;0x0E020001}{0x0000000000000000000000000000000020F7D0B58EC377F332E71AC853F9FA32;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000010,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001000000010000000100000001000000000000000000000000000000000;0x0F022001}{0x9FEBD12FD8352293000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000058CEE2DA97EA7231EA46E809A2C5F30427F65F0F9E3C61AF;0x0E020001}{0x00000000000000000000000000000000CA9F61DEDEE4CB8302CF059C1F9EAEAD;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000011,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001100000011000000110000001100000000000000000000000000000000;0x0F022001}{0xABEA2857C4A55E13000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000005764D47F964DFCFD7DD9A59340B3064C3C43FCC9909E2A8B;0x0E020001}{0x0000000000000000000000000000000046679256EE853847C7A2819D9ACE0891;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000012,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001200000012000000120000001200000000000000000000000000000000;0x0F022001}{0x97422C22DDAD5BA5000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000030FAD07F33C26200FBB1C9DB955EFAC8D4F7991D6657A041;0x0E020001}{0x000000000000000000000000000000000492787F1F7D007E45D8C9BF6CECB884;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000013,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001300000013000000130000001300000000000000000000000000000000;0x0F022001}{0x418411FE98C79356000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000069E2E1A004A1DC4E3CF3B38207C598D493736C3CE02B9123;0x0E020001}{0x000000000000000000000000000000000D458C0F7333DDDD96D437EE860D5281;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000014,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001400000014000000140000001400000000000000000000000000000000;0x0F022001}{0x0EA77743F3F129A8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000099BF41F72F46A4E1D281FEF62CB2CB06EC1AB4F5C42B2086;0x0E020001}{0x000000000000000000000000000000003D2CD39E19B7AFDF511218130A4DEA56;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000015,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001500000015000000150000001500000000000000000000000000000000;0x0F022001}{0x504FE6783FBBD6CA000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000E4BE25C9D2C082EB11AE08EC829B17E05532DBDF243213D6;0x0E020001}{0x00000000000000000000000000000000833F50C314FAB379A33AA76AE22262CC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000016,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001600000016000000160000001600000000000000000000000000000000;0x0F022001}{0x5E80FDBB8CD4F97B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000A09C67F210AA44971564E2EAB00D3A2297E9EE746EFB9E39;0x0E020001}{0x00000000000000000000000000000000DAF13073149FE18D14EBD46C97D65354;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000017,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001700000017000000170000001700000000000000000000000000000000;0x0F022001}{0x4238A121C6C873D5000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002EC7967175F64EDF0BAFBA72DCBBB2FECE0EEAA1786FD785;0x0E020001}{0x00000000000000000000000000000000E151C95F189E6DF2132F59B6CD49D6B3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000018,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001800000018000000180000001800000000000000000000000000000000;0x0F022001}{0xB02777709F61A66C000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000012E4AB19555F8D0CE392E46C6176B1308D0DBA0D3B24A0CD;0x0E020001}{0x00000000000000000000000000000000BFED3104E1F30AD5383D37BF42D7969A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000019,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001900000019000000190000001900000000000000000000000000000000;0x0F022001}{0x2ED5E9E3EDF2323A000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007D56D5434A6A9B7E971B90508CF29EA961EEBBFDB680267E;0x0E020001}{0x00000000000000000000000000000000420D79B86455C5CCE7301686160501E9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001a,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001A0000001A0000001A0000001A00000000000000000000000000000000;0x0F022001}{0x65E456C28B3C3FE9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000085167EE886718464F576AD670A11AB1AEBEF50DA8B769AC3;0x0E020001}{0x00000000000000000000000000000000948B9A8433DC4F42E7D1998AFD90B27E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001b,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001B0000001B0000001B0000001B00000000000000000000000000000000;0x0F022001}{0xC605720757EEF8B3000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000005CD43E576E0220EB75F42291870E74B1C0ECAB7221098B82;0x0E020001}{0x0000000000000000000000000000000019DDB667547D25700B61DAF210ADAC07;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001c,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001C0000001C0000001C0000001C00000000000000000000000000000000;0x0F022001}{0x39886F65A5318AA9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000006F38E6BE9FAFE8D97CE1F640566DB90B22FAE484FC1F640;0x0E020001}{0x0000000000000000000000000000000070C68D6E54B85A674A3245F1511CB24F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001d,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001D0000001D0000001D0000001D00000000000000000000000000000000;0x0F022001}{0x6F445AF666CA3746000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B5176C7E6E04506559EDD878E71A29A2FEFADEE0192B367C;0x0E020001}{0x00000000000000000000000000000000D383BEC4B9363F8F8E467E8D657585FC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001e,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001E0000001E0000001E0000001E00000000000000000000000000000000;0x0F022001}{0x406A8EDA6B166E27000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000003429CF2894D5884765F278F3D9D40BD73F82FC71819A833;0x0E020001}{0x000000000000000000000000000000002B87530379ACCA183BD0DF771E700634;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001f,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001F0000001F0000001F0000001F00000000000000000000000000000000;0x0F022001}{0xBE97C1965825C5A9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000096E911823E82CCB112028962493A0D286ABC2E57DAEADF04;0x0E020001}{0x00000000000000000000000000000000D12B34F3F761004A8A9F3CDDE5872BF4;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000020,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002000000020000000200000002000000000000000000000000000000000;0x0F022001}{0xD89BC39A4529F6F8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000067044E8D39105F2222C244C37C60C6BF24E8865F3B80CF36;0x0E020001}{0x00000000000000000000000000000000E292C9715815C7A4149D05F204C62441;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000021,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002100000021000000210000002100000000000000000000000000000000;0x0F022001}{0xBCD22542AA1F1A7F000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000048A5C1E26C0A01E3962D897D0DB3867E1CA5BEA732EA7145;0x0E020001}{0x00000000000000000000000000000000D46C7556189FE2C3A489627ECF2834C6;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000022,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002200000022000000220000002200000000000000000000000000000000;0x0F022001}{0x1ED1E88DA68EC383000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000009409A4EF017BC761A9CACB3E1AAE8AE94F10BC29E3AF8B35;0x0E020001}{0x000000000000000000000000000000004D6C8209C22674CFD66E1572025A689C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000023,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002300000023000000230000002300000000000000000000000000000000;0x0F022001}{0x37E8143190F74974000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000428379C8CE48B0C3A89EAAE59CC17CA7EFAAB2D6A62CCC85;0x0E020001}{0x000000000000000000000000000000000090A3AF7AA387CB2F1D427241EFC78B;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000024,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002400000024000000240000002400000000000000000000000000000000;0x0F022001}{0x08A23849B6E58315000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000097FC4CA9819D6A7F8B6781279A5AA9346F9A0B1A97107FC7;0x0E020001}{0x00000000000000000000000000000000D3A267404A3EEB7B3B96026F54ACC022;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000025,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002500000025000000250000002500000000000000000000000000000000;0x0F022001}{0x347B441DDE73F312000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000027CC3511963E63C2CDD9835540AD7790B4619BC24054BAE9;0x0E020001}{0x0000000000000000000000000000000048031DFD6DF243911417B72DC5FA2864;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000026,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002600000026000000260000002600000000000000000000000000000000;0x0F022001}{0x438147397DF91851000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000CBC2CB5C7D3B929BA34B359C5348C875811D0D0930500ABC;0x0E020001}{0x0000000000000000000000000000000088301168E82D354969EDC212596F3026;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000027,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002700000027000000270000002700000000000000000000000000000000;0x0F022001}{0xFD65F9B723A5CF9A000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000046317F76CE1586F823D0D613E99E3921A3930CCA24F1604C;0x0E020001}{0x00000000000000000000000000000000D5D5F55A276CE8FC4B4F897CB82954BD;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000028,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002800000028000000280000002800000000000000000000000000000000;0x0F022001}{0x9722AD6F2E7FC202000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000001ACEB2DB397C3F9F2DDA4BA1960F2F82BFC671D00DCD5B48;0x0E020001}{0x00000000000000000000000000000000C4CB84AD0FE51EED13D0E9747761E76E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000029,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002900000029000000290000002900000000000000000000000000000000;0x0F022001}{0x993F8349942E2CF8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000006B1674DC91291E57D5AAD4230D0A0F76A9ECAE7A0B4518FB;0x0E020001}{0x000000000000000000000000000000008A73F31C09B166673B244CFC5AC45383;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000002a,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002A0000002A0000002A0000002A00000000000000000000000000000000;0x0F022001}{0x4175C31291D047FE000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000697950121331F6A497B17D742F2D3C9A643C3DA19890201A;0x0E020001}{0x00000000000000000000000000000000E3E5C817A713F7169701AA4B60D585FC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000002b,0x00000000000000000000000000000000,0x,0xB86136B7E440B04394738D9047D154D6,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002B0000002B0000002B0000002B00000000000000000000000000000000;0x0F022001}{0x9BF33497F9F0B6B5000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000EB7BDBA60E7C75E0587D84A0C07AA97D3E2361A7673AB15F;0x0E020001}{0x000000000000000000000000000000008F1369AD5FFAC51855F53C1DDE5444AB;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
