NUID,CipheredProtectingKeyL2,CipheredProtectingKeyL1,CipheredContentKey,HostKey,IVCbc,IVCtr,IVCIPlus,DataIn,ClearTextFlashProtectionKey
0x000000000000000b,0xA9323031314E61677261766973696F6E,0x8cc1463002b47f54c4a8f43f3265ba1a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000000c,0xA9323031314E61677261766973696F6E,0xf43cea4fc4d2b568da177d29038cf44e,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000000d,0xA9323031314E61677261766973696F6E,0xbb8dfdbe0a67fce498d30b967cf2cdc0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000000e,0xA9323031314E61677261766973696F6E,0xa0b76834c5b9c7637e2f17600244987f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000000f,0xA9323031314E61677261766973696F6E,0xbc343caa08c4e127a1f7eea7a3af50a4,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000010,0xA9323031314E61677261766973696F6E,0x487bf7410519d514d7b4323568090d6a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000011,0xA9323031314E61677261766973696F6E,0xd4e8d7a0f849953401d41d92a091c47c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000012,0xA9323031314E61677261766973696F6E,0xe66f894c86270dd58a3a6cf63e64be8f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000013,0xA9323031314E61677261766973696F6E,0x1f01c0a8dd0bbdb5c2863d602d003334,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000014,0xA9323031314E61677261766973696F6E,0x66007f8f9feb134f280e98b62578fd2c,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000015,0xA9323031314E61677261766973696F6E,0xdc1c7a9103d253164f3f8b8a14645f15,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000016,0xA9323031314E61677261766973696F6E,0xf4ac3d4f8e40f78d12d45968c9907e44,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000017,0xA9323031314E61677261766973696F6E,0xec7ef104c43d681d10e02e0cc9a2b8b2,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000018,0xA9323031314E61677261766973696F6E,0xbfb74f576d8589383d92aeecb720c426,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000019,0xA9323031314E61677261766973696F6E,0x6fe392e9f7cee23f255871c96febcb70,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001a,0xA9323031314E61677261766973696F6E,0x25ff5867a714cd4deba6df1b514a8a9b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001b,0xA9323031314E61677261766973696F6E,0x041967bca408d556aca5067f243107e5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001c,0xA9323031314E61677261766973696F6E,0x04ca74bb2fd0f43db140c5c2d3178e0a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001d,0xA9323031314E61677261766973696F6E,0xf17312524e1bb9bba05e5ec4c9db8b0d,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001e,0xA9323031314E61677261766973696F6E,0x7b2e1152aa47adaf7d00b9a24fd87601,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000001f,0xA9323031314E61677261766973696F6E,0xfd2c1c9b012b8d9f7769c76804154616,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000020,0xA9323031314E61677261766973696F6E,0x5edb0a390263cf600eb41f08b512c52e,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000021,0xA9323031314E61677261766973696F6E,0x8c318cfc821fbf81bbcf687976122a35,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000022,0xA9323031314E61677261766973696F6E,0x784455fc366e66b18ba28eaaa209abbf,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000023,0xA9323031314E61677261766973696F6E,0xce030c4c2d8930eb4aa7f1784c43a83f,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000024,0xA9323031314E61677261766973696F6E,0x3f05e7efd1bdd5573b646bcb84f032de,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000025,0xA9323031314E61677261766973696F6E,0x7715a0cbe48aefff4eb0e3103cb13268,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000026,0xA9323031314E61677261766973696F6E,0xf5b321ab3bd0c5aab7193444b06c141d,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000027,0xA9323031314E61677261766973696F6E,0x55b403dcde3f71836074c4b2ff9dff8b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000028,0xA9323031314E61677261766973696F6E,0xe827c81f3e7869be6650076b6945b6f0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000029,0xA9323031314E61677261766973696F6E,0x7608a0f94a4634922840079740ac9753,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002a,0xA9323031314E61677261766973696F6E,0x9f379c8520fced12f7e2ac06fd37f401,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002b,0xA9323031314E61677261766973696F6E,0x2d6b603b2fbcbd7cd2805803863f94b5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002c,0xA9323031314E61677261766973696F6E,0xa5326694f20adca2a05e4395190f799a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002d,0xA9323031314E61677261766973696F6E,0xc8109aad2c2e18b8cf176234a2f226e4,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002e,0xA9323031314E61677261766973696F6E,0x561a493dd53176a3fe4edc3ee414a596,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000002f,0xA9323031314E61677261766973696F6E,0x187665266db84ca20b83fe24e434af82,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000030,0xA9323031314E61677261766973696F6E,0x50be9e7de2aa6207a6f59e483e1a9341,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000031,0xA9323031314E61677261766973696F6E,0x13813bbafc81a8ec4f72415314a37bfb,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000032,0xA9323031314E61677261766973696F6E,0x2dbdaa73dd3d15116ee953a476fe8c3a,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000033,0xA9323031314E61677261766973696F6E,0x04ddef54d05571b09af698dadbd1b9bd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000034,0xA9323031314E61677261766973696F6E,0x6e2b9d6268e679398ef61a15af941a17,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000035,0xA9323031314E61677261766973696F6E,0x99bf30c91ad2ea90f2aa8be0519ef8bd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000036,0xA9323031314E61677261766973696F6E,0xa60637a5a8eb55a9e7c9f1cb58595cf5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000037,0xA9323031314E61677261766973696F6E,0xb9b425fc1063643c9b6f84bd0031fec0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000038,0xA9323031314E61677261766973696F6E,0x82aa6bef17754794f8c4e1c12a3e0b45,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000039,0xA9323031314E61677261766973696F6E,0x8fd6fca11703304ab6b00a09a5c79e66,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003a,0xA9323031314E61677261766973696F6E,0x0523d23450c66f76c9657a093dcb9cf7,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003b,0xA9323031314E61677261766973696F6E,0x7873471c3b8629c7f127dc44077290cc,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003c,0xA9323031314E61677261766973696F6E,0x5e16fb0607dae04c1feda543b6ea4111,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003d,0xA9323031314E61677261766973696F6E,0xf086c53a211458c2847e88d9a92b402e,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003e,0xA9323031314E61677261766973696F6E,0x0d62f119ef73db298175961e172824fa,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000003f,0xA9323031314E61677261766973696F6E,0x5d1fbe64ed2ae7c962c3ada87c8201dc,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000040,0xA9323031314E61677261766973696F6E,0x369c7583a27f6dfe5db909cace9bf105,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000041,0xA9323031314E61677261766973696F6E,0x5638bcd9536e25441005096c324a5e97,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000042,0xA9323031314E61677261766973696F6E,0x508caee36b8e5a6c4942f479c8fec211,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000043,0xA9323031314E61677261766973696F6E,0x0abe9cd53fff41673cb63dd40d7f6a3b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000044,0xA9323031314E61677261766973696F6E,0x7d004f12f19cb647991a034108e28bfd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000045,0xA9323031314E61677261766973696F6E,0x5b0b4b2ed7215d2ef4cb0a5a9b63ff1b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000046,0xA9323031314E61677261766973696F6E,0x1dcf583ffa81e5c76f787ea0fedef607,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000047,0xA9323031314E61677261766973696F6E,0xd03555f8286e9273948c1bd709ce6848,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000048,0xA9323031314E61677261766973696F6E,0xc1e2c97c64374de4d5a46b223bbad507,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000049,0xA9323031314E61677261766973696F6E,0x971aaa93ff19cee9c271e60ca6ab81aa,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004a,0xA9323031314E61677261766973696F6E,0xa26ffc21fe7b8fde8cac756ac981c756,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004b,0xA9323031314E61677261766973696F6E,0xaaf68458be9dd4b5489ec8111d2ecf6b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004c,0xA9323031314E61677261766973696F6E,0x0f682d702fba04c7164e0207e73b542b,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004d,0xA9323031314E61677261766973696F6E,0xd6491453b388f9f6b604956a0362b775,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004e,0xA9323031314E61677261766973696F6E,0x35318f22990928cff81327c2a855a968,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x000000000000004f,0xA9323031314E61677261766973696F6E,0xd7b9b3b4fe782938bf5b3f4581507df5,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000050,0xA9323031314E61677261766973696F6E,0xa7b88e204d1f74e5a5b4ea03893b161e,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000051,0xA9323031314E61677261766973696F6E,0xd72fd60aa947132fce597508057f2422,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000052,0xA9323031314E61677261766973696F6E,0xb6b0d02d0b71c89db655537c3a4f1ba4,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000053,0xA9323031314E61677261766973696F6E,0x553bd685355feaeb0c2bd61be0d002c1,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000054,0xA9323031314E61677261766973696F6E,0x4d31b6d812ffd87aa4b50240e0f28f03,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000055,0xA9323031314E61677261766973696F6E,0x557991b0e7e7cb7c84b79f00af3eb5bd,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
0x0000000000000056,0xA9323031314E61677261766973696F6E,0x4335c54ca764008c5cb50280430872b0,0x6AC1B6218EB31105DC5B5CC857583920,0xDC4A3E152818FE95A7DF230117B083A1,0x00000000000000000000000000000000,0xB86136B7E440B04394738D9047D154D6,0xB86136B7E440B04394738D9047D154D6,,
