NUID,IVCbc,IVCtr,IVCIPlus,DataIn,CERT_activate,CERT_generateKey
0x000000000000000f,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000F0000000F0000000F0000000F00000000000000000000000000000000;0x0F022001}{0xC43073BADCC61467000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000098037544B0AC718DF2B4BE22F2C97986DD3BF5EF139D24C2;0x0E020001}{0x0000000000000000000000000000000032D0CBAC2375C06F469F98FA5F8DB00C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000010,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001000000010000000100000001000000000000000000000000000000000;0x0F022001}{0x9FEBD12FD8352293000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000058CEE2DA97EA7231EA46E809A2C5F30427F65F0F9E3C61AF;0x0E020001}{0x000000000000000000000000000000003EE919018FD2C76B53A847E439152BE9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000011,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001100000011000000110000001100000000000000000000000000000000;0x0F022001}{0xABEA2857C4A55E13000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000005764D47F964DFCFD7DD9A59340B3064C3C43FCC9909E2A8B;0x0E020001}{0x000000000000000000000000000000002311392AB10895A491DD73CC9A12D064;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000012,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001200000012000000120000001200000000000000000000000000000000;0x0F022001}{0x97422C22DDAD5BA5000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000030FAD07F33C26200FBB1C9DB955EFAC8D4F7991D6657A041;0x0E020001}{0x00000000000000000000000000000000CCDBECD19F3DDD209721749AA8755151;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000013,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001300000013000000130000001300000000000000000000000000000000;0x0F022001}{0x418411FE98C79356000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000069E2E1A004A1DC4E3CF3B38207C598D493736C3CE02B9123;0x0E020001}{0x0000000000000000000000000000000033C1260B40F6CD8BB4021DDB96B83E46;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000014,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001400000014000000140000001400000000000000000000000000000000;0x0F022001}{0x0EA77743F3F129A8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000099BF41F72F46A4E1D281FEF62CB2CB06EC1AB4F5C42B2086;0x0E020001}{0x00000000000000000000000000000000F85D9D4B38DD7B42C1D8FEBE622DFF32;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000015,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001500000015000000150000001500000000000000000000000000000000;0x0F022001}{0x504FE6783FBBD6CA000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000E4BE25C9D2C082EB11AE08EC829B17E05532DBDF243213D6;0x0E020001}{0x000000000000000000000000000000001115C60AA29817BC079227F8819759A9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000016,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001600000016000000160000001600000000000000000000000000000000;0x0F022001}{0x5E80FDBB8CD4F97B000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000A09C67F210AA44971564E2EAB00D3A2297E9EE746EFB9E39;0x0E020001}{0x00000000000000000000000000000000F5307C1A17DE1D91DE6789351546A5A3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000017,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001700000017000000170000001700000000000000000000000000000000;0x0F022001}{0x4238A121C6C873D5000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002EC7967175F64EDF0BAFBA72DCBBB2FECE0EEAA1786FD785;0x0E020001}{0x000000000000000000000000000000002A30DF470D8EB352AC05470C230426A3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000018,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001800000018000000180000001800000000000000000000000000000000;0x0F022001}{0xB02777709F61A66C000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000012E4AB19555F8D0CE392E46C6176B1308D0DBA0D3B24A0CD;0x0E020001}{0x00000000000000000000000000000000737767081B42C4843E0E9D3287D285F0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000019,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001900000019000000190000001900000000000000000000000000000000;0x0F022001}{0x2ED5E9E3EDF2323A000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007D56D5434A6A9B7E971B90508CF29EA961EEBBFDB680267E;0x0E020001}{0x000000000000000000000000000000004CEEE6F138D0548DFE0D89CB8ACF704A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001a,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001A0000001A0000001A0000001A00000000000000000000000000000000;0x0F022001}{0x65E456C28B3C3FE9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000085167EE886718464F576AD670A11AB1AEBEF50DA8B769AC3;0x0E020001}{0x000000000000000000000000000000005C8178A242DC4848324CDAB3CDB9AFED;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001b,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001B0000001B0000001B0000001B00000000000000000000000000000000;0x0F022001}{0xC605720757EEF8B3000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000005CD43E576E0220EB75F42291870E74B1C0ECAB7221098B82;0x0E020001}{0x00000000000000000000000000000000080355CE83460078BD7D6015D1D6D5D2;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001c,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001C0000001C0000001C0000001C00000000000000000000000000000000;0x0F022001}{0x39886F65A5318AA9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000006F38E6BE9FAFE8D97CE1F640566DB90B22FAE484FC1F640;0x0E020001}{0x000000000000000000000000000000006047067886020E98050F627D6D57294D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001d,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001D0000001D0000001D0000001D00000000000000000000000000000000;0x0F022001}{0x6F445AF666CA3746000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B5176C7E6E04506559EDD878E71A29A2FEFADEE0192B367C;0x0E020001}{0x0000000000000000000000000000000075AA3AF63A60C6D5B36EBCE8379293DD;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001e,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001E0000001E0000001E0000001E00000000000000000000000000000000;0x0F022001}{0x406A8EDA6B166E27000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000003429CF2894D5884765F278F3D9D40BD73F82FC71819A833;0x0E020001}{0x000000000000000000000000000000005627362C4D9E2459DA9A8453A08B3975;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x000000000000001f,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000001F0000001F0000001F0000001F00000000000000000000000000000000;0x0F022001}{0xBE97C1965825C5A9000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000096E911823E82CCB112028962493A0D286ABC2E57DAEADF04;0x0E020001}{0x000000000000000000000000000000001D36B13BEAD9C6B73853B22B2472BCCE;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000020,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002000000020000000200000002000000000000000000000000000000000;0x0F022001}{0xD89BC39A4529F6F8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000067044E8D39105F2222C244C37C60C6BF24E8865F3B80CF36;0x0E020001}{0x000000000000000000000000000000004E25C410168BB5F898D9E957B71362B4;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000021,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002100000021000000210000002100000000000000000000000000000000;0x0F022001}{0xBCD22542AA1F1A7F000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000048A5C1E26C0A01E3962D897D0DB3867E1CA5BEA732EA7145;0x0E020001}{0x00000000000000000000000000000000731F168E23E2B141E4F1823D3C848856;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000022,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002200000022000000220000002200000000000000000000000000000000;0x0F022001}{0x1ED1E88DA68EC383000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000009409A4EF017BC761A9CACB3E1AAE8AE94F10BC29E3AF8B35;0x0E020001}{0x00000000000000000000000000000000A5B06228786127573B47FF06B7779998;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000023,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002300000023000000230000002300000000000000000000000000000000;0x0F022001}{0x37E8143190F74974000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000428379C8CE48B0C3A89EAAE59CC17CA7EFAAB2D6A62CCC85;0x0E020001}{0x00000000000000000000000000000000E2B5CC7C440FB70A7F39599C1B36520A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000024,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002400000024000000240000002400000000000000000000000000000000;0x0F022001}{0x08A23849B6E58315000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000097FC4CA9819D6A7F8B6781279A5AA9346F9A0B1A97107FC7;0x0E020001}{0x00000000000000000000000000000000558CE20A02D168E33543639AFB1A0C41;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000025,0x1B1EBD1FC45EC43037FD4844241A437F,0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC22,,0xC1B77ED52521525F0A4BA341BDAF51D9,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000002500000025000000250000002500000000000000000000000000000000;0x0F022001}{0x347B441DDE73F312000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000027CC3511963E63C2CDD9835540AD7790B4619BC24054BAE9;0x0E020001}{0x0000000000000000000000000000000083E2235E0B1C9C254060FAD20EA1EB70;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
