NUID,r2rHostKeyDataOutEncEcb-EMI0x4041-1r,r2rHostKeyDataOutDecEcb-EMI0x4041-1r,r2rHostKeyDataOutEncCbc-EMI0x4043-1r,r2rHostKeyDataOutDecCbc-EMI0x4043-1r,r2rHostKeyDataOutEncCtr,r2rHostKeyDataOutDecCtr,r2rContentKeyDataOutEncEcb-EMI0x4041-1r,r2rContentKeyDataOutDecEcb-EMI0x4041-1r,r2rContentKeyDataOutEncCbc-EMI0x4043-1r,r2rContentKeyDataOutDecCbc-EMI0x4043-1r,r2rContentKeyDataOutEncCtr,r2rContentKeyDataOutDecCtr
0x0000000000000057,,,,,,,0x4e4239f25f3fe44b,0xc7ea8e669d83c08b,,,,,
0x0000000000000058,,,,,,,0xe331f75c46502fcd,0x830c458f1a954cfa,,,,,
0x0000000000000059,,,,,,,0xc2c4e29e389ef2f4,0x4154829ae0a4cf61,,,,,
0x000000000000005a,,,,,,,0xbf3d555bd305955c,0x5803dfa2fc7c67b3,,,,,
0x000000000000005b,,,,,,,0xd569b59dd5a2ccc9,0x1fba95c9f4eb38ea,,,,,
0x000000000000005c,,,,,,,0x908e91784f861373,0x7f8999f9b97dc03f,,,,,
0x000000000000005d,,,,,,,0xafe0217f511d9d00,0x6b50dcf3c9b70fc4,,,,,
0x000000000000005e,,,,,,,0x34c70e2034edceb1,0xaa333219999c9a10,,,,,
0x000000000000005f,,,,,,,0x972b3dc54d0adc42,0x5ee857f7b6675d0d,,,,,
0x0000000000000060,,,,,,,0x4899f37ca04ef962,0xcbd004aa9db198b6,,,,,
0x0000000000000061,,,,,,,0xa7681754bbd13f5f,0xa745a436d3280e82,,,,,
0x0000000000000062,,,,,,,0x3f923da2e217e238,0xa76335de7ad2e5f5,,,,,
0x0000000000000063,,,,,,,0x6eb35c169da306e1,0x459265cadc3e5a6c,,,,,
0x0000000000000064,,,,,,,0xb43037cc29b50ebf,0xdc66468a6023f69c,,,,,
0x0000000000000065,,,,,,,0x0ae246f86b58ed8e,0x7f6423500dab2752,,,,,
0x0000000000000066,,,,,,,0xade9e0f4c6275b99,0x22caa139370abbbc,,,,,
0x0000000000000067,,,,,,,0xa8c55132abd77cfc,0x67850a93167a505a,,,,,
0x0000000000000068,,,,,,,0xfe06b5de2112b5cc,0xad3c77c0b4e81ba2,,,,,
0x0000000000000069,,,,,,,0x3ec8415f7461723d,0xf94c9f6aaeb57151,,,,,
0x000000000000006a,,,,,,,0xa3777aadba97515e,0xc82658ce48abf747,,,,,
0x000000000000006b,,,,,,,0x916865941645daed,0x970b4da11e509170,,,,,
0x000000000000006c,,,,,,,0xb73244b7f611fb3b,0x5438a8ef8d6ec853,,,,,
0x000000000000006d,,,,,,,0x5c13e8378b3c9b27,0x74b0e1a341ff4515,,,,,
0x000000000000006e,,,,,,,0xbf89e4f7840d6bb3,0xba25664210036c51,,,,,
0x000000000000006f,,,,,,,0x7441511e09d4285b,0x4a57561d350db54c,,,,,
0x0000000000000070,,,,,,,0x88332eeb6800ceb8,0x44e81f32263dc50b,,,,,
0x0000000000000071,,,,,,,0xe33d2dcc6320c0ab,0x52790c74aa016763,,,,,
0x0000000000000072,,,,,,,0xb989544c261c624a,0x50673f94b8632db4,,,,,
0x0000000000000073,,,,,,,0x01a3cc0e1fed9dcb,0x8b2f8238ce8e4381,,,,,
0x0000000000000074,,,,,,,0x6d083cd385750a17,0x5856febb230cda31,,,,,
0x0000000000000075,,,,,,,0x6f6c291ea6dfba8f,0xa73a302404d00831,,,,,
0x0000000000000076,,,,,,,0xc226001d679d9b61,0x761c6ff06a58bc89,,,,,
0x0000000000000077,,,,,,,0xe1fef9278e023440,0x9aae14e659e13b16,,,,,
0x0000000000000078,,,,,,,0x1ee4c839bb3a981e,0xea6405261b5b1eef,,,,,
0x0000000000000079,,,,,,,0x4165a2d2399f08a9,0x90fbc64c1c770307,,,,,
0x000000000000007a,,,,,,,0x063cd387148a533f,0x03a9bd9ec8fbf7f6,,,,,
0x000000000000007b,,,,,,,0xec42c892208acce0,0x0a6792b954c526eb,,,,,
0x000000000000007c,,,,,,,0x23c4f95f363c7231,0x5d4354822535f6a4,,,,,
0x000000000000007d,,,,,,,0x873e4d786dff8510,0x661ee06354b63553,,,,,
0x000000000000007e,,,,,,,0x8dd42b7757ef3593,0xd03a528e23c369ec,,,,,
0x000000000000007f,,,,,,,0xba9fb26c315ac15c,0x3d8e0c359a1d24c8,,,,,
