NUID,r2rHostKeyDataOutEncEcb-EMI0x4041-1r,r2rHostKeyDataOutDecEcb-EMI0x4041-1r,r2rHostKeyDataOutEncCbc-EMI0x4043-1r,r2rHostKeyDataOutDecCbc-EMI0x4043-1r,r2rHostKeyDataOutEncCtr,r2rHostKeyDataOutDecCtr,r2rContentKeyDataOutEncEcb-EMI0x4041-1r,r2rContentKeyDataOutDecEcb-EMI0x4041-1r,r2rContentKeyDataOutEncCbc-EMI0x4043-1r,r2rContentKeyDataOutDecCbc-EMI0x4043-1r,r2rContentKeyDataOutEncCtr,r2rContentKeyDataOutDecCtr
0x0000000000000035,,,,,,,0xbbdfaa54f6ee92cb,0xf12eabdff62a1c7d,,,,,
0x0000000000000036,,,,,,,0xfbafdace16e7f819,0xff5ef9bbc2b06e37,,,,,
0x0000000000000037,,,,,,,0x6d6ccc349b4faf33,0x68e6987e2ca337a8,,,,,
0x0000000000000038,,,,,,,0xbd68324b9439dea7,0x53fe2cc22707523e,,,,,
0x0000000000000039,,,,,,,0xa4e4446472fae504,0xf9c745c0cc67e4b0,,,,,
0x000000000000003a,,,,,,,0x6eb19f2f64e58e59,0x9873127d7fb7e7e1,,,,,
0x000000000000003b,,,,,,,0x5944d5ffb7b71159,0x0790434757c5b1a6,,,,,
0x000000000000003c,,,,,,,0x0359bb6175243c12,0x073634bd5214010e,,,,,
0x000000000000003d,,,,,,,0x0bf2f75a65affcf5,0x0c183f1cc88f9903,,,,,
0x000000000000003e,,,,,,,0x1556a59f41484ceb,0x56e5ab59b7c947ec,,,,,
0x000000000000003f,,,,,,,0xcf77235f855e5965,0x7d2d2c44ac72f3e1,,,,,
0x0000000000000040,,,,,,,0x765aff59efab9880,0x3f06a2c26b97b226,,,,,
0x0000000000000041,,,,,,,0x0bcccdbd2d7b3ab6,0x066cefd7bce6f65d,,,,,
0x0000000000000042,,,,,,,0x4ca70a2aec569520,0x6ad8e4d3b9e1850e,,,,,
0x0000000000000043,,,,,,,0x4fd2ed76712a7938,0x78acbd44158adf0a,,,,,
0x0000000000000044,,,,,,,0x3d049127b9199969,0xe8b1ab02f05689e2,,,,,
0x0000000000000045,,,,,,,0x046c06b0fa08580d,0x84257226db4014f7,,,,,
0x0000000000000046,,,,,,,0xb4cbe576f819259f,0x165ff9bb76fdf45c,,,,,
0x0000000000000047,,,,,,,0x5f3fe2ad3c281045,0x068be682eb10849c,,,,,
0x0000000000000048,,,,,,,0x90c7d3deacfb66c9,0x0c284477bcdee6c4,,,,,
0x0000000000000049,,,,,,,0x7ab075894e966f20,0xf4fec70aa3fbd0db,,,,,
0x000000000000004a,,,,,,,0xf0d6e76f597286d9,0x5b38056526dd0fcb,,,,,
0x000000000000004b,,,,,,,0xbbd21e4361e1ffc1,0x394c6ab8f20518f7,,,,,
0x000000000000004c,,,,,,,0x6c78986f176d8769,0xf3fb3a0b1f086aab,,,,,
0x000000000000004d,,,,,,,0xf6cb9d1a320e3ed4,0x537a2db28a801ed8,,,,,
0x000000000000004e,,,,,,,0x80ef2ce8511fdf61,0x68e83000a080773d,,,,,
0x000000000000004f,,,,,,,0x5f3809d47ddf98aa,0x0a5852e4bddebeac,,,,,
0x0000000000000050,,,,,,,0xa387ab1333052694,0x2e4ed72d26560c6d,,,,,
0x0000000000000051,,,,,,,0x53233499086d2ee6,0x86ef87354a6d4e33,,,,,
0x0000000000000052,,,,,,,0x6e96bfdc77d27ec4,0x1bc0e9c6550daf36,,,,,
0x0000000000000053,,,,,,,0x8a9db710d5bbacf2,0x2484b830d4366dde,,,,,
0x0000000000000054,,,,,,,0xbdbe17b27e86bb92,0x0003ee8ee7d13166,,,,,
0x0000000000000055,,,,,,,0xfa83a54007fd0cc1,0x3d4e53460d53871f,,,,,
0x0000000000000056,,,,,,,0x4982b0d677d5d018,0x3faaf6db829ff70c,,,,,
0x0000000000000057,,,,,,,0xe8e552bede5f586c,0xbaaecd786e77b4bb,,,,,
0x0000000000000058,,,,,,,0xb0f8b9cbb6cea559,0x6f5517e47defa59a,,,,,
0x0000000000000059,,,,,,,0xb053792bb45e21cd,0xb22fa1c16e77f6dc,,,,,
0x000000000000005a,,,,,,,0x41874bacbb5c72ec,0x1ce53bc3836987af,,,,,
0x000000000000005b,,,,,,,0x0ece219800b06c07,0xa974f7520e6b9b54,,,,,
0x000000000000005c,,,,,,,0x96e4632af552257b,0x6992985421d6f9cc,,,,,
0x000000000000005d,,,,,,,0x6c5da2150488e178,0xc404b6a4990f2f52,,,,,
0x000000000000005e,,,,,,,0x90c51ba010a8974d,0xa9222fe2e0da5430,,,,,
0x000000000000005f,,,,,,,0x699b57755e740420,0x0380ff81a695a818,,,,,
0x0000000000000060,,,,,,,0x1647908f63e02fdb,0x49a5c5b102f9ab01,,,,,
0x0000000000000061,,,,,,,0x5e55c0fd10b218ac,0x8a9549fdf94a216b,,,,,
0x0000000000000062,,,,,,,0x0796c5c78456e672,0x5d678eac9904a6e7,,,,,
0x0000000000000063,,,,,,,0xa69d75f2a3d1798e,0x21b2009e406b4508,,,,,
0x0000000000000064,,,,,,,0xf4bf87687aacf7d6,0x846382dadbae72a5,,,,,
0x0000000000000065,,,,,,,0x9c98c65091ad2515,0x710f30311db5c830,,,,,
0x0000000000000066,,,,,,,0xc29f18f831e584fc,0xb8c7bbc2e617e9b7,,,,,
0x0000000000000067,,,,,,,0x7a81df3403086c97,0x2d0df278654ff4a3,,,,,
0x0000000000000068,,,,,,,0xc0558f4e021a9708,0x5541d2c624905472,,,,,
0x0000000000000069,,,,,,,0x1494ed910fa58d1f,0x0b714393f6dc5817,,,,,
0x000000000000006a,,,,,,,0xaeddac5bdb1d62a9,0x4f4b78b322dd222f,,,,,
0x000000000000006b,,,,,,,0x832f320884dfea99,0x56099c2eb445ed7f,,,,,
0x000000000000006c,,,,,,,0xebcdab9970fb78cc,0x5e5c8a0c3a51e041,,,,,
0x000000000000006d,,,,,,,0xb52cb58682af1b12,0x3ccdb980c7e7cf29,,,,,
0x000000000000006e,,,,,,,0x3b8583d65f1a247d,0x82869d88c4a0e16d,,,,,
0x000000000000006f,,,,,,,0xa8b7d17e502129e2,0x63b0b00bf68893c3,,,,,
0x0000000000000070,,,,,,,0x288cc889960c7e23,0xb20d0457f2ca2ead,,,,,
0x0000000000000071,,,,,,,0xcd72014a27af304a,0x90266a2978d19d71,,,,,
0x0000000000000072,,,,,,,0xfa691d3fe5605092,0xb9a40a7141df2913,,,,,
0x0000000000000073,,,,,,,0x203a99c843d69074,0x08658fc48233e906,,,,,
0x0000000000000074,,,,,,,0x4c251b9468e913aa,0x3492a3fe5c31adbe,,,,,
0x0000000000000075,,,,,,,0x921d4208024364ef,0x88b60c13efcecafd,,,,,
0x0000000000000076,,,,,,,0xd5534481fed48e36,0x8c50f24bef2c971e,,,,,
0x0000000000000077,,,,,,,0x16937538783ff4a0,0xfa8dcb44e73d5c9e,,,,,
0x0000000000000078,,,,,,,0xf55a7367bb654b4c,0x9adcdf551f6f2f6a,,,,,
0x0000000000000079,,,,,,,0xd6d63c52ed4fd3f1,0x4a3a731c0013b51c,,,,,
0x000000000000007a,,,,,,,0xf4d4c8221582f87e,0x2ec88bdb44f238ca,,,,,
0x000000000000007b,,,,,,,0xd90d13f9a5dc9b6e,0x7547a57c615009bb,,,,,
0x000000000000007c,,,,,,,0x6f94a54b12043287,0x6295bfa11114eda2,,,,,
0x000000000000007d,,,,,,,0xef65140cc979c704,0xca025daf978676ff,,,,,
0x000000000000007e,,,,,,,0xdfb34cca081fe339,0xf58d7c9c6d4e079c,,,,,
0x000000000000007f,,,,,,,0x816dcd7f6077370a,0x75b68d236f6b08d0,,,,,
